,Year,Rank,O_Rank,Institution ,Academic Reputation,AR Rank,Employer Reputation,ER Rank,Faculty Student,FS Rank,Citations per Faculty,CF Rank,International Faculty,IF Rank,International Students,IS Rank,Overall Score
65,2019.0,242.0,242.0,Universidad de Navarra,33.0,249.0,81.7,70.0,45.0,340.0,21.5,522.0,20.9,521.0,60.1,241.0,38.8
66,2019.0,107.0,107.0,Yonsei University,59.8,114.0,81.6,71.0,86.1,111.0,33.4,380.0,17.2,571.0,38.0,363.0,58.9
67,2019.0,4.0,4.0,California Institute of Technology (Caltech),98.7,21.0,81.2,72.0,100.0,4.0,100.0,5.0,96.8,115.0,90.3,103.0,97.2
68,2019.0,118.0,118.0,Universidade de São Paulo (USP),87.2,49.0,80.4,73.0,28.2,527.0,30.7,419.0,9.6,601.0,4.3,601.0,55.5
69,2019.0,147.0,147.0,Technische Universität Berlin,52.3,140.0,80.2,74.0,45.6,337.0,34.8,364.0,35.2,416.0,60.3,240.0,49.9
70,2019.0,58.0,58.0,Tokyo Institute of Technology,74.6,73.0,80.0,75.0,90.4,86.0,59.8,161.0,31.0,445.0,27.1,454.0,71.0
71,2019.0,48.0,48.0,The University of Queensland (UQ),87.3,48.0,79.9,76.0,29.9,501.0,83.4,55.0,100.0,35.0,97.6,57.0,75.7
72,2019.0,82.0,82.0,The University of Nottingham,61.3,108.0,79.5,77.0,60.4,254.0,47.5,258.0,93.5,139.0,83.8,131.0,63.1
73,2019.0,253.0,253.0,Technische Universität Darmstadt,20.5,399.0,79.1,78.0,7.5,601.0,73.6,82.0,50.4,327.0,59.5,245.0,37.9
74,2019.0,46.0,46.0,Carnegie Mellon University,78.5,65.0,79.0,79.0,45.7,336.0,95.4,24.0,78.3,215.0,100.0,20.0,76.6
75,2019.0,272.0,272.0,Universidad de Los Andes Colombia,51.6,144.0,78.5,80.0,22.2,601.0,7.1,601.0,30.6,446.0,3.0,601.0,36.1
76,2019.0,40.0,40.0,KAIST - Korea Advanced Institute of Science and Technology,83.2,58.0,78.3,81.0,79.5,152.0,98.5,16.0,26.4,473.0,9.8,601.0,78.7
77,2019.0,22.0,22.0,Ecole Polytechnique Fédérale de Lausanne (EPFL),72.8,76.0,78.2,82.0,94.5,67.0,98.9,14.0,100.0,14.0,100.0,12.0,85.8
78,2019.0,90.0,90.0,Lomonosov Moscow State University,71.3,79.0,78.2,83.0,99.7,31.0,6.7,601.0,16.6,579.0,73.1,173.0,62.3
79,2019.0,63.0,63.0,University of Texas at Austin,93.8,34.0,78.1,84.0,14.7,601.0,94.1,27.0,7.3,601.0,20.4,518.0,68.7
80,2019.0,198.0,198.0,Keio University,51.1,146.0,77.0,86.0,63.5,231.0,9.7,601.0,13.4,601.0,11.1,601.0,44.1
81,2019.0,26.0,26.0,Duke University,88.2,46.0,74.7,87.0,99.3,37.0,88.2,41.0,14.3,601.0,55.0,260.0,83.9
82,2019.0,69.0,69.0,Georgia Institute of Technology (Georgia Tech),73.5,75.0,74.6,88.0,23.5,597.0,100.0,6.0,42.4,364.0,70.9,187.0,67.4
83,2019.0,375.0,375.0,University of St Gallen (HSG),9.9,501.0,73.5,89.0,7.7,601.0,33.4,381.0,100.0,47.0,94.6,82.0,29.3
84,2019.0,34.0,34.0,Northwestern University,85.0,55.0,73.1,90.0,99.8,28.0,68.4,109.0,72.0,240.0,54.8,263.0,81.5
85,2019.0,37.0,37.0,The Hong Kong University of Science and Technology (HKUST),83.6,57.0,73.0,91.0,61.8,241.0,89.0,38.0,100.0,15.0,87.9,114.0,80.5
86,2019.0,206.0,206.0,Universidad Complutense de Madrid (UCM),65.6,94.0,73.0,92.0,24.8,571.0,14.9,601.0,3.4,601.0,29.5,433.0,43.2
87,2019.0,162.0,162.0,Indian Institute of Technology Bombay (IITB),52.5,139.0,72.9,93.0,43.3,359.0,54.1,199.0,4.4,601.0,1.8,601.0,48.2
88,2019.0,191.0,191.0,Technische Universität Dresden,33.4,243.0,72.5,94.0,82.4,132.0,20.7,538.0,35.5,413.0,36.4,376.0,44.9
89,2019.0,158.0,158.0,University of Bath,35.5,221.0,71.6,95.0,28.3,523.0,59.9,158.0,97.4,106.0,91.2,98.0,48.6
90,2019.0,78.0,78.0,University of Zurich,55.6,130.0,70.8,96.0,99.0,44.0,31.8,410.0,100.0,46.0,59.2,247.0,63.6
91,2019.0,72.0,72.0,National Taiwan University (NTU),88.6,43.0,70.7,98.0,40.2,381.0,68.7,107.0,16.6,578.0,19.8,529.0,66.3
92,2019.0,163.0,163.0,University of Waterloo,38.0,203.0,70.7,97.0,9.2,601.0,77.9,68.0,79.6,210.0,83.9,130.0,48.0
93,2019.0,67.0,67.0,Osaka University,79.4,63.0,70.5,99.0,81.3,142.0,52.2,211.0,23.9,496.0,15.5,584.0,67.7
94,2019.0,95.0,95.0,Pennsylvania State University,77.7,70.0,70.4,100.0,26.8,542.0,77.8,69.0,14.1,601.0,40.3,344.0,61.9
95,2019.0,104.0,104.0,"KTH, Royal Institute of Technology",45.5,170.0,69.5,101.0,60.5,253.0,75.2,78.0,95.1,131.0,42.6,331.0,59.3
96,2019.0,159.0,159.0,Universidad Autónoma de Madrid,63.2,102.0,69.0,102.0,47.8,320.0,23.7,499.0,11.6,601.0,25.7,462.0,48.5
97,2019.0,151.0,151.0,Hanyang University,43.5,178.0,67.8,103.0,78.6,155.0,30.6,421.0,27.6,470.0,37.3,370.0,49.4
98,2019.0,338.0,338.0,Universität Mannheim,18.5,444.0,67.4,104.0,11.5,601.0,56.3,186.0,44.5,350.0,33.3,401.0,31.7
99,2019.0,128.0,128.0,Chalmers University of Technology,28.8,290.0,67.3,105.0,69.4,201.0,69.0,106.0,94.0,135.0,56.1,257.0,53.6
0,2020.0,158.0,158.0,Tecnológico de Monterrey (ITESM),36.9,226.0,88.9,53.0,89.5,82.0,4.6,601.0,98.2,98.0,18.4,549.0,48.5
1,2020.0,1.0,1.0,Massachusetts Institute of Technology (MIT),100.0,5.0,100.0,4.0,100.0,15.0,99.8,7.0,100.0,43.0,94.1,87.0,100.0
2,2020.0,2.0,2.0,Stanford University,100.0,4.0,100.0,5.0,100.0,12.0,98.6,13.0,99.8,62.0,67.7,196.0,98.4
3,2020.0,3.0,3.0,Harvard University,100.0,1.0,100.0,1.0,98.7,40.0,99.6,8.0,86.3,186.0,62.2,221.0,97.4
4,2020.0,4.0,4.0,University of Oxford,100.0,3.0,100.0,3.0,100.0,8.0,84.7,45.0,99.7,64.0,98.5,50.0,97.2
5,2020.0,5.0,5.0,California Institute of Technology (Caltech),97.8,23.0,81.2,74.0,100.0,4.0,100.0,4.0,99.4,72.0,87.3,121.0,96.9
6,2020.0,6.0,6.0,ETH Zurich (Swiss Federal Institute of Technology),98.4,22.0,96.7,25.0,85.0,113.0,98.4,15.0,100.0,19.0,98.0,53.0,95.9
7,2020.0,7.0,7.0,University of Cambridge,100.0,2.0,100.0,2.0,100.0,10.0,74.2,74.0,100.0,58.0,97.6,58.0,95.0
8,2020.0,8.0,8.0,UCL (University College London),99.3,14.0,98.7,18.0,98.1,43.0,76.7,68.0,99.1,79.0,100.0,16.0,94.8
9,2020.0,9.0,9.0,Imperial College London,98.6,21.0,99.9,9.0,99.8,30.0,72.1,85.0,100.0,46.0,100.0,14.0,94.1
10,2020.0,10.0,10.0,University of Chicago,99.5,13.0,93.7,37.0,96.5,54.0,78.5,60.0,70.2,249.0,81.0,143.0,92.0
11,2020.0,11.0,11.0,Nanyang Technological University (NTU),92.1,37.0,93.8,35.0,93.9,66.0,88.8,36.0,100.0,21.0,74.2,169.0,91.8
12,2020.0,11.0,11.0,National University of Singapore (NUS),99.8,11.0,99.2,14.0,88.3,89.0,75.7,71.0,100.0,23.0,76.4,158.0,91.8
13,2020.0,13.0,13.0,Princeton University,99.9,10.0,98.6,19.0,70.7,192.0,100.0,3.0,64.9,272.0,67.6,197.0,90.9
14,2020.0,14.0,14.0,Cornell University,98.7,19.0,90.4,49.0,65.7,215.0,95.1,21.0,93.8,142.0,72.3,174.0,89.3
15,2020.0,15.0,15.0,University of Pennsylvania,95.8,32.0,93.7,38.0,100.0,20.0,67.6,105.0,84.0,199.0,63.6,216.0,88.9
16,2020.0,16.0,16.0,Tsinghua University,97.4,26.0,99.1,15.0,92.4,72.0,80.4,53.0,68.0,259.0,30.1,429.0,88.6
17,2020.0,17.0,17.0,Yale University,99.9,9.0,99.9,7.0,100.0,5.0,53.5,190.0,78.1,224.0,57.4,249.0,87.7
18,2020.0,18.0,18.0,Columbia University,99.7,12.0,97.6,23.0,100.0,19.0,53.0,199.0,40.1,397.0,96.9,63.0,87.4
19,2020.0,18.0,18.0,Ecole Polytechnique Fédérale de Lausanne (EPFL),75.6,72.0,77.6,82.0,96.6,52.0,98.9,12.0,100.0,13.0,100.0,13.0,87.4
20,2020.0,20.0,20.0,University of Edinburgh,97.5,24.0,93.7,36.0,85.6,105.0,53.0,198.0,98.0,103.0,98.6,47.0,86.2
21,2020.0,21.0,21.0,University of Michigan,98.9,18.0,94.4,31.0,91.0,76.0,61.6,138.0,79.7,217.0,44.1,322.0,86.0
22,2020.0,22.0,22.0,Peking University,99.1,16.0,99.6,12.0,72.3,182.0,73.0,79.0,70.7,248.0,36.9,372.0,84.3
23,2020.0,22.0,22.0,The University of Tokyo,100.0,7.0,99.1,16.0,93.3,69.0,67.9,102.0,11.1,601.0,26.2,469.0,84.3
24,2020.0,24.0,24.0,Johns Hopkins University,88.3,48.0,52.6,156.0,100.0,13.0,77.6,64.0,68.8,256.0,81.5,140.0,83.9
25,2020.0,25.0,25.0,Duke University,89.0,44.0,84.2,62.0,99.4,38.0,80.3,55.0,12.4,601.0,59.3,237.0,83.8
26,2020.0,25.0,25.0,University of Hong Kong (HKU),97.3,27.0,82.6,67.0,87.2,97.0,44.5,283.0,100.0,22.0,99.1,38.0,83.8
27,2020.0,27.0,27.0,The University of Manchester,94.9,33.0,97.7,22.0,74.1,172.0,51.5,211.0,92.6,149.0,98.6,46.0,82.7
28,2020.0,28.0,28.0,"University of California, Berkeley (UCB)",100.0,6.0,99.9,8.0,30.9,489.0,97.7,17.0,92.4,151.0,39.7,346.0,82.6
29,2020.0,29.0,29.0,Australian National University (ANU),96.9,29.0,81.3,72.0,37.5,417.0,87.4,40.0,100.0,41.0,99.8,30.0,82.1
30,2020.0,29.0,29.0,University of Toronto,98.9,17.0,96.3,27.0,71.5,189.0,43.9,288.0,97.7,107.0,93.0,96.0,82.1
31,2020.0,31.0,31.0,Northwestern University,85.9,55.0,80.2,78.0,100.0,22.0,62.8,128.0,76.1,231.0,49.0,295.0,81.5
32,2020.0,32.0,32.0,The Hong Kong University of Science and Technology (HKUST),85.0,57.0,71.3,94.0,59.5,242.0,89.5,33.0,100.0,16.0,87.5,120.0,80.6
33,2020.0,33.0,33.0,King's College London (KCL),88.5,46.0,80.4,77.0,82.3,132.0,52.0,205.0,98.5,89.0,99.8,29.0,80.5
34,2020.0,33.0,33.0,Kyoto University,98.7,20.0,92.5,41.0,96.3,56.0,53.2,196.0,15.4,601.0,17.5,564.0,80.5
35,2020.0,35.0,35.0,McGill University,92.2,36.0,93.8,33.0,63.3,225.0,58.4,154.0,93.7,144.0,96.2,71.0,80.4
36,2020.0,35.0,35.0,"University of California, Los Angeles (UCLA)",100.0,8.0,99.7,11.0,40.6,378.0,88.3,37.0,50.4,335.0,38.2,357.0,80.4
37,2020.0,37.0,37.0,Seoul National University (SNU),96.9,30.0,91.1,45.0,88.0,92.0,61.6,137.0,19.2,557.0,11.9,601.0,79.6
38,2020.0,38.0,38.0,The University of Melbourne,99.2,15.0,98.1,21.0,24.1,587.0,75.0,73.0,97.6,109.0,100.0,23.0,79.5
39,2020.0,39.0,39.0,New York University (NYU),95.9,31.0,95.6,29.0,97.6,49.0,24.0,497.0,33.5,437.0,93.4,94.0,78.8
40,2020.0,40.0,40.0,Fudan University,83.4,60.0,93.8,34.0,86.5,99.0,57.8,157.0,92.7,147.0,42.9,329.0,78.6
41,2020.0,41.0,41.0,KAIST - Korea Advanced Institute of Science and Technology,85.0,58.0,74.5,88.0,73.9,175.0,98.1,16.0,25.8,494.0,10.1,601.0,77.9
42,2020.0,42.0,42.0,The University of Sydney,97.5,25.0,96.4,26.0,23.6,597.0,70.9,90.0,100.0,42.0,100.0,20.0,77.8
43,2020.0,43.0,43.0,The University of New South Wales (UNSW),91.2,38.0,95.7,28.0,19.8,601.0,84.5,46.0,100.0,48.0,98.5,48.0,77.1
44,2020.0,44.0,44.0,London School of Economics and Political Science (LSE),78.9,68.0,99.7,10.0,34.8,450.0,91.1,29.0,100.0,29.0,100.0,7.0,77.0
45,2020.0,45.0,45.0,"University of California, San Diego (UCSD)",92.2,35.0,51.8,161.0,60.3,239.0,78.4,61.0,60.8,287.0,70.3,182.0,76.6
46,2020.0,46.0,46.0,The Chinese University of Hong Kong (CUHK),87.9,51.0,61.5,121.0,67.7,204.0,56.2,171.0,100.0,52.0,91.7,101.0,75.9
47,2020.0,47.0,47.0,The University of Queensland (UQ),88.5,45.0,82.2,69.0,27.7,542.0,81.8,50.0,100.0,36.0,99.5,34.0,75.7
48,2020.0,48.0,48.0,Carnegie Mellon University,75.2,73.0,77.5,83.0,43.5,352.0,94.3,24.0,83.6,201.0,99.9,25.0,74.8
49,2020.0,49.0,49.0,University of Bristol,76.6,70.0,84.2,63.0,72.8,179.0,61.8,135.0,89.4,173.0,75.6,159.0,74.5
50,2020.0,50.0,50.0,Delft University of Technology,71.2,82.0,88.2,55.0,46.4,318.0,90.0,32.0,99.3,75.0,87.8,118.0,74.2
51,2020.0,51.0,51.0,University of British Columbia,97.0,28.0,89.0,52.0,46.0,321.0,42.2,308.0,90.8,164.0,79.3,147.0,74.1
52,2020.0,52.0,52.0,City University of Hong Kong,59.0,122.0,41.3,230.0,89.7,81.0,89.4,34.0,100.0,14.0,95.3,80.0,73.6
53,2020.0,53.0,53.0,Université PSL (Paris Sciences & Lettres),77.7,69.0,98.6,20.0,100.0,21.0,26.2,470.0,67.1,262.0,72.1,175.0,73.4
54,2020.0,54.0,54.0,Zhejiang University,67.7,92.0,86.5,58.0,78.6,150.0,63.9,125.0,95.4,130.0,62.9,220.0,72.4
55,2020.0,55.0,55.0,Technische Universität München,80.2,63.0,99.0,17.0,89.1,86.0,26.9,458.0,60.6,290.0,76.8,157.0,72.3
56,2020.0,56.0,56.0,University of Wisconsin-Madison,87.8,52.0,49.7,169.0,85.5,107.0,50.0,228.0,57.2,308.0,30.9,420.0,71.8
57,2020.0,57.0,57.0,Brown University,61.9,110.0,58.2,134.0,81.1,139.0,86.6,41.0,86.0,189.0,56.0,261.0,71.5
58,2020.0,58.0,58.0,Monash University,88.0,50.0,91.9,42.0,17.1,601.0,64.2,123.0,100.0,44.0,99.9,27.0,70.9
59,2020.0,58.0,58.0,Tokyo Institute of Technology,74.5,75.0,82.7,66.0,86.2,101.0,61.3,140.0,30.7,454.0,31.3,417.0,70.9
60,2020.0,60.0,60.0,Ecole Polytechnique,43.8,183.0,99.3,13.0,99.6,36.0,66.3,109.0,95.2,131.0,97.9,54.0,70.5
61,2020.0,60.0,60.0,Shanghai Jiao Tong University,79.6,66.0,93.6,39.0,53.7,277.0,65.5,118.0,84.1,198.0,20.1,531.0,70.5
62,2020.0,62.0,62.0,The University of Warwick,74.4,76.0,94.1,32.0,55.3,267.0,50.3,225.0,97.8,105.0,99.1,40.0,70.4
63,2020.0,63.0,63.0,Ludwig-Maximilians-Universität München,91.1,39.0,83.2,65.0,52.6,285.0,45.7,271.0,61.5,285.0,37.7,362.0,69.6
64,2020.0,64.0,64.0,University of Amsterdam,81.1,61.0,56.0,143.0,44.8,336.0,75.9,70.0,79.5,219.0,52.5,278.0,69.0
65,2020.0,65.0,65.0,University of Texas at Austin,94.2,34.0,83.3,64.0,12.1,601.0,93.4,27.0,6.9,601.0,18.6,548.0,68.6
66,2020.0,66.0,66.0,Ruprecht-Karls-Universität Heidelberg,80.0,65.0,50.6,168.0,96.7,51.0,34.8,385.0,52.8,323.0,44.2,319.0,68.4
67,2020.0,67.0,67.0,University of Glasgow,72.2,79.0,58.9,131.0,63.7,223.0,55.0,182.0,93.7,143.0,96.5,67.0,68.2
68,2020.0,68.0,68.0,University of Washington,86.1,54.0,51.4,165.0,17.4,601.0,99.2,11.0,55.8,313.0,40.5,342.0,67.9
69,2020.0,69.0,69.0,National Taiwan University (NTU),89.8,41.0,82.4,68.0,41.9,365.0,59.7,144.0,20.8,540.0,30.4,427.0,67.3
70,2020.0,70.0,70.0,Universiti Malaya (UM),68.2,91.0,72.0,92.0,90.7,78.0,41.5,317.0,62.8,280.0,57.2,251.0,67.1
71,2020.0,71.0,71.0,Osaka University,80.8,62.0,67.5,104.0,80.3,143.0,46.2,262.0,23.1,519.0,14.3,601.0,66.5
72,2020.0,72.0,72.0,Georgia Institute of Technology (Georgia Tech),71.1,83.0,81.7,71.0,15.1,601.0,100.0,6.0,60.4,291.0,65.8,203.0,66.2
73,2020.0,72.0,72.0,University of Copenhagen,70.1,85.0,43.9,209.0,100.0,23.0,37.2,362.0,92.6,148.0,29.4,435.0,66.2
74,2020.0,74.0,74.0,Universidad de Buenos Aires,87.2,53.0,91.3,43.0,77.4,156.0,2.4,601.0,50.7,333.0,64.7,211.0,66.0
75,2020.0,75.0,75.0,University of Illinois at Urbana-Champaign,89.0,43.0,58.1,135.0,13.5,601.0,86.3,42.0,19.3,556.0,67.2,198.0,65.9
76,2020.0,76.0,76.0,University of Zurich,58.6,124.0,64.5,111.0,99.7,33.0,38.7,337.0,100.0,55.0,59.4,235.0,65.8
77,2020.0,77.0,77.0,Sorbonne University,89.2,42.0,45.9,196.0,59.7,241.0,36.2,377.0,47.8,344.0,56.5,257.0,64.9
78,2020.0,78.0,78.0,Durham University,57.3,130.0,91.2,44.0,35.9,435.0,77.9,63.0,97.2,113.0,87.2,122.0,64.2
79,2020.0,78.0,78.0,The University of Sheffield,61.3,114.0,58.7,132.0,61.0,237.0,61.4,139.0,87.9,179.0,94.1,86.0,64.2
80,2020.0,80.0,80.0,Katholieke Universiteit Leuven,79.1,67.0,64.3,112.0,11.8,601.0,85.3,44.0,90.0,168.0,37.5,366.0,64.1
81,2020.0,81.0,81.0,University of Birmingham,65.6,97.0,78.8,79.0,54.8,272.0,49.3,237.0,91.8,154.0,85.7,125.0,64.0
82,2020.0,82.0,82.0,Tohoku University,69.5,88.0,59.1,130.0,98.2,42.0,43.1,299.0,12.7,601.0,17.6,558.0,63.7
83,2020.0,83.0,83.0,Korea University,70.0,86.0,85.0,59.0,83.1,126.0,35.4,381.0,15.2,601.0,44.7,317.0,63.4
84,2020.0,84.0,84.0,Lomonosov Moscow State University,73.6,77.0,84.9,60.0,99.7,34.0,7.2,601.0,18.0,571.0,56.1,260.0,63.2
85,2020.0,85.0,85.0,Rice University,40.1,203.0,22.7,414.0,84.0,123.0,93.6,26.0,89.8,170.0,90.6,106.0,63.1
86,2020.0,86.0,86.0,The University of Western Australia (UWA),62.4,107.0,59.8,127.0,20.8,601.0,88.3,39.0,100.0,30.0,98.7,44.0,62.9
87,2020.0,87.0,87.0,Pohang University of Science and Technology (POSTECH),41.3,194.0,40.8,233.0,99.9,27.0,99.3,9.0,35.3,423.0,3.6,601.0,62.6
88,2020.0,88.0,88.0,The University of Auckland,84.2,59.0,62.8,120.0,25.0,579.0,39.6,330.0,94.4,137.0,91.8,100.0,62.4
89,2020.0,89.0,89.0,University of Science and Technology of China,56.2,132.0,26.1,362.0,81.1,140.0,98.5,14.0,16.9,588.0,5.7,601.0,62.3
90,2020.0,90.0,90.0,"University of North Carolina, Chapel Hill",68.7,90.0,53.3,153.0,88.3,91.0,46.0,267.0,35.6,422.0,11.3,601.0,62.2
91,2020.0,91.0,91.0,The Hong Kong Polytechnic University,61.3,113.0,43.7,213.0,74.1,173.0,46.3,261.0,100.0,50.0,74.8,165.0,61.9
92,2020.0,92.0,92.0,Lund University,69.6,87.0,54.3,147.0,50.1,303.0,51.9,206.0,89.3,174.0,70.1,183.0,61.8
93,2020.0,93.0,93.0,Pennsylvania State University,76.5,71.0,80.4,76.0,31.6,478.0,67.8,104.0,21.4,533.0,38.6,353.0,61.7
94,2020.0,93.0,93.0,University of Leeds,69.2,89.0,81.2,73.0,45.5,328.0,41.6,316.0,84.1,197.0,81.8,139.0,61.7
95,2020.0,95.0,95.0,Sungkyunkwan University,58.4,126.0,74.6,87.0,85.7,104.0,49.3,236.0,21.3,535.0,38.1,358.0,61.0
96,2020.0,96.0,96.0,The University of Nottingham,60.3,120.0,73.2,91.0,52.4,290.0,49.7,234.0,92.1,152.0,82.1,137.0,60.8
97,2020.0,97.0,97.0,University of Southampton,50.8,155.0,52.5,157.0,59.0,248.0,68.1,101.0,96.1,122.0,92.8,97.0,60.6
98,2020.0,98.0,98.0,Boston University,63.1,103.0,57.5,138.0,53.8,276.0,62.1,132.0,33.8,435.0,88.6,115.0,60.5
99,2020.0,98.0,98.0,"KTH, Royal Institute of Technology",47.5,166.0,68.4,102.0,63.0,229.0,72.8,82.0,96.9,116.0,48.7,297.0,60.5
0,2021.0,1.0,  1  ,Massachusetts Institute of Technology (MIT),100.0,5.0,100.0,4.0,100.0,15.0,99.1,8.0,100.0,43.0,91.9,101.0,100.0
1,2021.0,2.0,  2  ,Stanford University,100.0,4.0,100.0,5.0,100.0,13.0,98.1,13.0,99.7,68.0,63.6,220.0,98.4
2,2021.0,3.0,  3  ,Harvard University,100.0,1.0,100.0,1.0,98.6,43.0,99.1,9.0,85.2,195.0,69.9,195.0,97.9
3,2021.0,4.0,  4  ,California Institute of Technology (Caltech),97.0,29.0,82.8,69.0,100.0,4.0,99.9,6.0,100.0,51.0,88.2,119.0,97.0
4,2021.0,5.0,  5  ,University of Oxford,100.0,3.0,100.0,3.0,100.0,8.0,81.3,44.0,99.4,80.0,98.3,55.0,96.7
5,2021.0,6.0,  6  ,ETH Zurich (Swiss Federal Institute of Technology),98.7,19.0,96.6,26.0,80.8,140.0,96.4,16.0,100.0,19.0,97.9,59.0,95.0
6,2021.0,7.0,  7  ,University of Cambridge,100.0,2.0,100.0,2.0,100.0,12.0,69.2,85.0,100.0,54.0,97.4,63.0,94.3
7,2021.0,8.0,  8  ,Imperial College London,98.5,21.0,99.8,9.0,99.9,30.0,68.6,88.0,100.0,47.0,100.0,14.0,93.6
8,2021.0,9.0,  9  ,University of Chicago,99.4,14.0,91.3,43.0,94.4,70.0,86.3,34.0,67.1,269.0,82.6,150.0,93.1
9,2021.0,10.0,  10  ,UCL (University College London),99.4,13.0,98.3,19.0,98.4,46.0,65.4,99.0,99.3,82.0,100.0,18.0,92.9
10,2021.0,11.0,  11  ,National University of Singapore (NUS),99.7,12.0,98.4,18.0,90.7,83.0,72.9,70.0,100.0,26.0,71.4,188.0,91.5
11,2021.0,12.0,  12  ,Princeton University,99.9,10.0,99.0,14.0,68.6,202.0,100.0,3.0,71.6,251.0,65.6,209.0,91.0
12,2021.0,13.0,  13  ,Nanyang Technological University (NTU),89.8,44.0,89.8,52.0,91.5,78.0,89.0,25.0,100.0,24.0,67.6,204.0,89.9
13,2021.0,14.0,  14  ,Ecole Polytechnique Fédérale de Lausanne (EPFL),80.4,67.0,80.0,76.0,96.3,61.0,98.5,12.0,100.0,15.0,100.0,12.0,89.6
14,2021.0,15.0,  15  ,Tsinghua University,98.2,23.0,98.6,16.0,93.3,73.0,83.2,41.0,55.3,328.0,29.7,427.0,89.2
15,2021.0,16.0,  16  ,University of Pennsylvania,96.1,30.0,91.5,42.0,100.0,22.0,63.8,112.0,88.7,174.0,65.3,213.0,88.6
16,2021.0,18.0,  18  ,Cornell University,98.5,22.0,90.9,47.0,63.7,227.0,88.6,26.0,93.7,143.0,70.0,192.0,87.6
17,2021.0,17.0,  17  ,Yale University,99.9,9.0,100.0,6.0,100.0,5.0,52.8,186.0,85.3,193.0,54.5,263.0,88.0
18,2021.0,19.0,  19  ,Columbia University,99.7,11.0,97.3,22.0,100.0,17.0,48.5,231.0,37.2,415.0,96.3,72.0,86.5
19,2021.0,20.0,  20  ,University of Edinburgh,98.0,25.0,95.4,31.0,83.1,127.0,50.2,210.0,98.2,98.0,99.0,50.0,85.8
20,2021.0,21.0,  21  ,University of Michigan-Ann Arbor,98.9,18.0,92.7,38.0,89.4,91.0,58.0,148.0,74.8,239.0,41.3,346.0,84.6
21,2021.0,22.0,  22  ,University of Hong Kong (HKU),98.1,24.0,76.3,88.0,83.8,118.0,48.0,238.0,100.0,25.0,98.9,52.0,83.7
22,2021.0,23.0,  23  ,Peking University,99.2,16.0,99.1,13.0,76.4,160.0,64.9,103.0,69.7,258.0,34.3,394.0,83.5
23,2021.0,24.0,  24  ,The University of Tokyo,100.0,7.0,99.6,12.0,92.3,76.0,62.5,120.0,10.7,601.0,26.1,464.0,83.2
24,2021.0,25.0,  25=,Johns Hopkins University,86.7,54.0,47.0,190.0,100.0,9.0,75.9,60.0,66.3,271.0,87.7,123.0,82.7
25,2021.0,25.0,  25=,University of Toronto,99.3,15.0,96.8,25.0,70.3,191.0,45.8,263.0,97.9,106.0,94.1,90.0,82.7
26,2021.0,27.0,  27=,The Hong Kong University of Science and Technology (HKUST),85.2,57.0,63.6,112.0,66.7,217.0,92.1,21.0,100.0,20.0,88.9,112.0,82.1
27,2021.0,27.0,  27=,The University of Manchester,95.3,33.0,97.4,21.0,72.7,181.0,48.4,233.0,92.9,150.0,98.8,53.0,82.1
28,2021.0,29.0,  29  ,Northwestern University,85.1,58.0,74.4,92.0,99.7,35.0,72.3,72.0,57.9,313.0,45.3,321.0,81.5
29,2021.0,30.0,  30  ,"University of California, Berkeley (UCB)",100.0,6.0,99.9,8.0,21.3,601.0,96.9,15.0,94.9,134.0,39.7,358.0,80.8
30,2021.0,31.0,  31=,Australian National University (ANU),95.6,32.0,77.6,84.0,40.1,398.0,77.8,50.0,100.0,37.0,99.6,31.0,80.0
31,2021.0,31.0,  31=,King's College London (KCL),88.9,47.0,81.1,73.0,83.1,126.0,46.4,251.0,98.4,92.0,99.9,26.0,80.0
32,2021.0,31.0,  31=,McGill University,92.3,37.0,94.1,34.0,67.5,212.0,51.8,197.0,90.5,166.0,96.3,73.0,80.0
33,2021.0,34.0,  34  ,Fudan University,84.7,60.0,92.5,39.0,90.9,82.0,55.7,165.0,93.1,149.0,46.3,316.0,79.9
34,2021.0,35.0,  35  ,New York University (NYU),95.8,31.0,96.5,27.0,96.7,60.0,25.8,482.0,37.3,414.0,93.0,97.0,79.4
35,2021.0,36.0,  36  ,"University of California, Los Angeles (UCLA)",100.0,8.0,99.7,10.0,42.0,374.0,81.9,43.0,47.3,365.0,32.6,402.0,79.2
36,2021.0,37.0,  37  ,Seoul National University (SNU),97.9,26.0,95.9,29.0,87.9,98.0,53.7,175.0,18.6,577.0,11.6,601.0,79.0
37,2021.0,38.0,  38  ,Kyoto University,98.6,20.0,96.9,24.0,95.0,67.0,42.6,296.0,16.0,601.0,19.8,541.0,78.9
38,2021.0,39.0,  39  ,KAIST - Korea Advanced Institute of Science and Technology,86.8,53.0,82.2,71.0,70.0,193.0,97.4,14.0,24.7,514.0,9.7,601.0,78.6
39,2021.0,40.0,  40  ,The University of Sydney,97.4,27.0,95.3,32.0,21.4,601.0,69.6,83.0,100.0,38.0,100.0,13.0,77.1
40,2021.0,41.0,  41  ,The University of Melbourne,99.1,17.0,97.3,23.0,18.8,601.0,65.4,100.0,97.4,113.0,100.0,24.0,76.5
41,2021.0,42.0,  42  ,Duke University,88.2,50.0,85.3,62.0,100.0,18.0,44.7,277.0,5.9,601.0,58.0,248.0,76.4
