,Year,Rank,O_Rank,Institution ,Academic Reputation,AR Rank,Employer Reputation,ER Rank,Faculty Student,FS Rank,Citations per Faculty,CF Rank,International Faculty,IF Rank,International Students,IS Rank,Overall Score
42,2021.0,43.0,  43  ,The Chinese University of Hong Kong (CUHK),90.3,41.0,53.1,155.0,59.2,252.0,62.6,117.0,100.0,56.0,91.5,103.0,75.8
43,2021.0,44.0,  44  ,The University of New South Wales (UNSW),91.1,40.0,94.9,33.0,16.7,601.0,78.4,48.0,100.0,42.0,99.2,41.0,75.4
44,2021.0,45.0,  45  ,University of British Columbia,97.1,28.0,89.6,54.0,53.1,294.0,37.4,352.0,89.5,169.0,78.8,166.0,74.8
45,2021.0,46.0,  46  ,The University of Queensland (UQ),89.0,46.0,78.2,80.0,23.8,600.0,79.6,46.0,100.0,30.0,99.9,27.0,74.5
46,2021.0,47.0,  47  ,Shanghai Jiao Tong University,82.5,63.0,90.9,48.0,60.4,245.0,75.4,64.0,64.0,282.0,30.2,423.0,74.4
47,2021.0,48.0,  48  ,City University of Hong Kong,61.5,111.0,32.8,297.0,88.9,94.0,91.2,22.0,100.0,14.0,99.0,49.0,74.3
48,2021.0,49.0,  49  ,London School of Economics and Political Science (LSE),75.8,72.0,99.6,11.0,41.9,376.0,74.0,68.0,100.0,28.0,100.0,7.0,73.9
49,2021.0,50.0,  50  ,Technische Universität München,83.8,61.0,98.5,17.0,89.7,88.0,22.4,528.0,63.4,288.0,84.7,141.0,73.6
50,2021.0,51.0,  51  ,Carnegie Mellon University,73.3,80.0,72.4,96.0,51.0,308.0,89.8,24.0,65.3,275.0,99.4,38.0,73.4
51,2021.0,52.0,  52  ,Université PSL (Paris Sciences & Lettres),75.5,73.0,97.5,20.0,100.0,20.0,31.6,421.0,64.5,280.0,68.4,202.0,73.3
52,2021.0,53.0,  53  ,Zhejiang University,69.3,89.0,91.1,45.0,90.0,86.0,40.0,319.0,98.1,104.0,74.2,180.0,71.9
53,2021.0,54.0,  54  ,"University of California, San Diego (UCSD)",91.9,38.0,50.4,170.0,61.3,242.0,52.7,187.0,59.9,303.0,64.3,216.0,71.2
54,2021.0,55.0,  55  ,Monash University,90.0,43.0,88.7,55.0,14.1,601.0,64.2,109.0,100.0,40.0,100.0,16.0,70.9
55,2021.0,56.0,  56  ,Tokyo Institute of Technology,73.3,81.0,90.4,50.0,83.4,123.0,62.6,118.0,27.6,490.0,28.0,443.0,70.8
56,2021.0,57.0,  57  ,Delft University of Technology,70.7,84.0,87.9,57.0,43.9,355.0,75.8,61.0,99.8,66.0,85.6,137.0,70.7
57,2021.0,58.0,  58  ,University of Bristol,75.5,74.0,82.9,67.0,70.8,187.0,44.8,273.0,91.5,161.0,80.6,157.0,70.6
58,2021.0,59.0,  59  ,Universiti Malaya (UM),74.1,78.0,84.6,65.0,82.1,132.0,47.7,241.0,68.7,262.0,44.5,327.0,70.1
59,2021.0,60.0,  60  ,Brown University,60.2,116.0,58.1,137.0,82.0,133.0,82.3,42.0,82.9,214.0,53.4,270.0,70.0
60,2021.0,61.0,  61  ,University of Amsterdam,82.3,64.0,55.6,143.0,35.4,441.0,83.3,40.0,84.5,200.0,61.6,226.0,69.9
61,2021.0,62.0,  62  ,The University of Warwick,74.3,77.0,92.0,40.0,47.8,331.0,51.4,200.0,98.1,100.0,99.2,42.0,69.0
62,2021.0,63.0,  63  ,Ludwig-Maximilians-Universität München,92.9,36.0,80.7,75.0,49.1,321.0,43.9,283.0,57.6,314.0,36.2,378.0,68.9
63,2021.0,64.0,  64  ,Ruprecht-Karls-Universität Heidelberg,80.6,66.0,41.8,221.0,99.1,41.0,34.2,389.0,52.3,336.0,49.5,291.0,68.6
64,2021.0,65.0,  65  ,University of Wisconsin-Madison,85.6,56.0,49.5,178.0,72.7,182.0,54.9,168.0,34.7,433.0,27.6,448.0,68.2
65,2021.0,66.0,  66=,National Taiwan University (NTU),91.8,39.0,87.5,59.0,38.7,408.0,54.8,169.0,19.1,568.0,38.7,363.0,67.5
66,2021.0,66.0,  66=,Universidad de Buenos Aires,88.3,49.0,90.8,49.0,77.9,154.0,2.5,601.0,60.4,299.0,71.8,187.0,67.5
67,2021.0,68.0,  68  ,Ecole Polytechnique,41.8,195.0,98.7,15.0,99.8,31.0,53.3,178.0,95.8,129.0,99.0,45.0,67.3
68,2021.0,69.0,  69=,Korea University,75.2,75.0,91.7,41.0,84.9,114.0,35.4,377.0,15.0,601.0,53.3,272.0,67.1
69,2021.0,69.0,  69=,University of Zurich,59.7,123.0,60.6,127.0,98.0,49.0,45.9,258.0,100.0,48.0,59.8,236.0,67.1
70,2021.0,71.0,  71  ,University of Texas at Austin,94.0,34.0,83.4,66.0,12.4,601.0,84.0,38.0,6.5,601.0,16.2,598.0,66.7
71,2021.0,72.0,  72=,Osaka University,80.1,68.0,79.6,77.0,78.9,151.0,41.3,310.0,20.3,557.0,14.0,601.0,66.1
72,2021.0,72.0,  72=,University of Washington,85.9,55.0,49.0,180.0,13.7,601.0,98.8,10.0,39.7,408.0,39.5,359.0,66.1
73,2021.0,74.0,  74  ,Lomonosov Moscow State University,77.3,71.0,82.8,68.0,99.8,34.0,7.4,601.0,20.1,558.0,76.8,171.0,65.9
74,2021.0,75.0,  75  ,The Hong Kong Polytechnic University,66.3,100.0,40.8,229.0,78.0,153.0,51.0,204.0,100.0,45.0,80.2,159.0,65.8
75,2021.0,76.0,  76  ,University of Copenhagen,72.8,83.0,38.7,245.0,100.0,21.0,31.2,431.0,91.8,160.0,26.5,456.0,65.5
76,2021.0,77.0,  77=,Pohang University of Science and Technology (POSTECH),43.0,188.0,54.6,147.0,99.9,28.0,98.7,11.0,33.8,436.0,3.0,601.0,64.6
77,2021.0,77.0,  77=,University of Glasgow,73.0,82.0,66.8,103.0,60.4,246.0,33.5,402.0,93.8,140.0,97.1,65.0,64.6
78,2021.0,79.0,  79  ,Tohoku University,69.3,88.0,72.4,95.0,98.1,48.0,39.6,325.0,11.8,601.0,16.9,593.0,64.3
79,2021.0,80.0,  80  ,Georgia Institute of Technology (Georgia Tech),68.8,92.0,76.4,87.0,9.2,601.0,99.9,5.0,71.0,254.0,64.8,214.0,64.1
80,2021.0,81.0,  81  ,The University of Auckland,84.9,59.0,55.9,141.0,25.4,566.0,47.0,243.0,97.6,110.0,94.5,87.0,64.0
81,2021.0,82.0,  82  ,University of Illinois at Urbana-Champaign,87.4,52.0,52.1,165.0,10.8,601.0,83.7,39.0,18.8,572.0,60.4,231.0,63.4
82,2021.0,83.0,  83  ,Sorbonne University,90.1,42.0,47.4,189.0,38.9,407.0,49.3,224.0,34.0,435.0,57.1,254.0,63.3
83,2021.0,84.0,  84  ,Katholieke Universiteit Leuven,83.4,62.0,55.5,144.0,9.4,601.0,77.5,54.0,90.7,164.0,36.1,380.0,63.0
84,2021.0,86.0,  86  ,Durham University,58.0,128.0,90.2,51.0,33.1,463.0,68.3,89.0,97.9,105.0,88.7,114.0,62.2
85,2021.0,85.0,  85  ,Yonsei University,68.3,94.0,87.7,58.0,85.1,112.0,31.0,433.0,12.1,601.0,45.3,320.0,62.5
86,2021.0,87.0,  87  ,University of Birmingham,64.4,104.0,72.6,94.0,52.5,301.0,45.4,268.0,93.4,145.0,87.9,121.0,62.0
87,2021.0,88.0,  88  ,Sungkyunkwan University,60.2,117.0,75.6,89.0,84.9,113.0,47.7,240.0,20.1,559.0,39.3,361.0,61.5
88,2021.0,89.0,  89  ,Rice University,39.6,209.0,25.3,381.0,80.8,139.0,87.5,31.0,88.8,173.0,92.0,100.0,61.4
89,2021.0,90.0,  90  ,University of Southampton,50.9,151.0,52.9,157.0,66.8,215.0,61.7,123.0,97.6,112.0,93.5,94.0,61.3
90,2021.0,91.0,  91  ,University of Leeds,70.6,85.0,78.1,82.0,46.0,345.0,36.7,360.0,84.7,199.0,81.3,153.0,61.2
91,2021.0,92.0,  92  ,The University of Western Australia (UWA),61.1,113.0,52.7,160.0,19.0,601.0,85.7,35.0,100.0,29.0,99.6,33.0,61.0
92,2021.0,93.0,  93=,The University of Sheffield,61.4,112.0,58.6,134.0,62.2,233.0,42.8,295.0,85.3,194.0,96.0,75.0,60.8
93,2021.0,93.0,  93=,University of Science and Technology of China,53.9,141.0,19.9,450.0,77.7,157.0,99.2,7.0,24.1,528.0,6.1,601.0,60.8
94,2021.0,95.0,  95  ,"University of North Carolina, Chapel Hill",68.1,95.0,49.7,176.0,84.4,116.0,44.8,276.0,32.6,451.0,10.5,601.0,60.6
95,2021.0,96.0,  96  ,University of St Andrews,46.0,170.0,61.1,121.0,67.6,210.0,60.2,131.0,98.4,93.0,99.8,28.0,60.3
96,2021.0,97.0,  97  ,Lund University,70.0,87.0,50.9,169.0,53.6,284.0,39.9,321.0,92.3,152.0,69.0,197.0,60.2
97,2021.0,98.0,  98  ,"KTH, Royal Institute of Technology",46.2,168.0,63.6,111.0,64.8,224.0,68.0,91.0,98.3,95.0,57.4,251.0,59.5
98,2021.0,99.0,  99  ,The University of Nottingham,60.0,119.0,71.6,97.0,47.7,332.0,46.4,252.0,90.8,163.0,83.5,144.0,59.0
99,2021.0,100.0,  100  ,Universidad Nacional Autónoma de México (UNAM),93.3,35.0,90.9,46.0,52.9,295.0,4.0,601.0,9.9,601.0,3.6,601.0,58.8
